region;day;time_slot;pv_prod (W/m2)
grand_nord;03/01/2014;13;75.1164
grand_nord;03/01/2014;14;78.1124
grand_nord;03/01/2014;15;66.2855
grand_nord;03/01/2014;16;37.7856
grand_nord;03/01/2014;17;8.46893
grand_nord;03/01/2014;18;1.3259
grand_nord;03/01/2014;19;0.000755358
grand_nord;03/01/2014;20;0.0
grand_nord;03/01/2014;21;0.0
grand_nord;03/01/2014;22;0.0
grand_nord;03/01/2014;23;0.0
grand_nord;03/01/2014;24;0.0
grand_nord;04/01/2014;1;0.0
grand_nord;04/01/2014;2;0.0
grand_nord;04/01/2014;3;0.0
grand_nord;04/01/2014;4;0.0
grand_nord;04/01/2014;5;0.0
grand_nord;04/01/2014;6;0.0
grand_nord;04/01/2014;7;0.0
grand_nord;04/01/2014;8;0.0
grand_nord;04/01/2014;9;0.00916134
grand_nord;04/01/2014;10;0.975266
grand_nord;04/01/2014;11;8.38375
grand_nord;04/01/2014;12;26.7156
grand_nord;04/01/2014;13;65.6736
grand_nord;04/01/2014;14;85.2337
grand_nord;04/01/2014;15;74.2296
grand_nord;04/01/2014;16;51.6188
grand_nord;04/01/2014;17;7.41233
grand_nord;04/01/2014;18;1.77344
grand_nord;04/01/2014;19;0.0
grand_nord;04/01/2014;20;0.0
grand_nord;04/01/2014;21;0.0
grand_nord;04/01/2014;22;0.0
grand_nord;04/01/2014;23;0.0
grand_nord;04/01/2014;24;0.0
grand_nord;05/01/2014;1;0.0
grand_nord;05/01/2014;2;0.0
grand_nord;05/01/2014;3;0.0
grand_nord;05/01/2014;4;0.0
grand_nord;05/01/2014;5;0.0
grand_nord;05/01/2014;6;0.0
grand_nord;05/01/2014;7;0.0
grand_nord;05/01/2014;8;0.0
grand_nord;05/01/2014;9;0.00266144
grand_nord;05/01/2014;10;0.418181
grand_nord;05/01/2014;11;2.28106
grand_nord;05/01/2014;12;4.76217
grand_nord;05/01/2014;13;10.5014
grand_nord;05/01/2014;14;20.202
grand_nord;05/01/2014;15;22.928
grand_nord;05/01/2014;16;11.8312
grand_nord;05/01/2014;17;3.45494
grand_nord;05/01/2014;18;0.49646
grand_nord;05/01/2014;19;0.00137184
grand_nord;05/01/2014;20;0.0
grand_nord;05/01/2014;21;0.0
grand_nord;05/01/2014;22;0.0
grand_nord;05/01/2014;23;0.0
grand_nord;05/01/2014;24;0.0
grand_nord;06/01/2014;1;0.0
grand_nord;06/01/2014;2;0.0
grand_nord;06/01/2014;3;0.0
grand_nord;06/01/2014;4;0.0
grand_nord;06/01/2014;5;0.0
grand_nord;06/01/2014;6;0.0
grand_nord;06/01/2014;7;0.0
grand_nord;06/01/2014;8;0.0
grand_nord;06/01/2014;9;0.00851083
grand_nord;06/01/2014;10;1.00876
grand_nord;06/01/2014;11;7.4238
grand_nord;06/01/2014;12;12.7707
grand_nord;06/01/2014;13;16.1254
grand_nord;06/01/2014;14;14.7141
grand_nord;06/01/2014;15;10.9488
grand_nord;06/01/2014;16;10.0851
grand_nord;06/01/2014;17;5.60576
grand_nord;06/01/2014;18;0.94879
grand_nord;06/01/2014;19;0.00281124
grand_nord;06/01/2014;20;0.0
grand_nord;06/01/2014;21;0.0
grand_nord;06/01/2014;22;0.0
grand_nord;06/01/2014;23;0.0
grand_nord;06/01/2014;24;0.0
grand_nord;07/01/2014;1;0.0
grand_nord;07/01/2014;2;0.0
grand_nord;07/01/2014;3;0.0
grand_nord;07/01/2014;4;0.0
grand_nord;07/01/2014;5;0.0
grand_nord;07/01/2014;6;0.0
grand_nord;07/01/2014;7;0.0
grand_nord;07/01/2014;8;0.0
grand_nord;07/01/2014;9;0.00613832
grand_nord;07/01/2014;10;0.76623
grand_nord;07/01/2014;11;5.3382
grand_nord;07/01/2014;12;7.14315
grand_nord;07/01/2014;13;6.37433
grand_nord;07/01/2014;14;6.69385
grand_nord;07/01/2014;15;6.7797
grand_nord;07/01/2014;16;5.62064
grand_nord;07/01/2014;17;3.49845
grand_nord;07/01/2014;18;0.622699
grand_nord;07/01/2014;19;0.00213528
grand_nord;07/01/2014;20;0.0
grand_nord;07/01/2014;21;0.0
grand_nord;07/01/2014;22;0.0
grand_nord;07/01/2014;23;0.0
grand_nord;07/01/2014;24;0.0
grand_nord;08/01/2014;1;0.0
grand_nord;08/01/2014;2;0.0
grand_nord;08/01/2014;3;0.0
grand_nord;08/01/2014;4;0.0
grand_nord;08/01/2014;5;0.0
grand_nord;08/01/2014;6;0.0
grand_nord;08/01/2014;7;0.0
grand_nord;08/01/2014;8;0.0
grand_nord;08/01/2014;9;0.00512723
grand_nord;08/01/2014;10;0.814254
grand_nord;08/01/2014;11;1.92043
grand_nord;08/01/2014;12;2.55876
grand_nord;08/01/2014;13;3.43196
grand_nord;08/01/2014;14;8.11628
grand_nord;08/01/2014;15;24.1423
grand_nord;08/01/2014;16;19.5976
grand_nord;08/01/2014;17;6.51847
grand_nord;08/01/2014;18;1.31439
grand_nord;08/01/2014;19;0.00417492
grand_nord;08/01/2014;20;0.0
grand_nord;08/01/2014;21;0.0
grand_nord;08/01/2014;22;0.0
grand_nord;08/01/2014;23;0.0
grand_nord;08/01/2014;24;0.0
grand_nord;09/01/2014;1;0.0
grand_nord;09/01/2014;2;0.0
grand_nord;09/01/2014;3;0.0
grand_nord;09/01/2014;4;0.0
grand_nord;09/01/2014;5;0.0
grand_nord;09/01/2014;6;0.0
grand_nord;09/01/2014;7;0.0
grand_nord;09/01/2014;8;0.0
grand_nord;09/01/2014;9;0.0138536
grand_nord;09/01/2014;10;1.24128
grand_nord;09/01/2014;11;9.41585
grand_nord;09/01/2014;12;26.773
grand_nord;09/01/2014;13;40.6462
grand_nord;09/01/2014;14;38.1228
grand_nord;09/01/2014;15;27.8264
grand_nord;09/01/2014;16;14.0174
grand_nord;09/01/2014;17;4.82899
grand_nord;09/01/2014;18;0.590817
grand_nord;09/01/2014;19;0.0053808
grand_nord;09/01/2014;20;0.0
grand_nord;09/01/2014;21;0.0
grand_nord;09/01/2014;22;0.0
grand_nord;09/01/2014;23;0.0
grand_nord;09/01/2014;24;0.0
grand_nord;10/01/2014;1;0.0
grand_nord;10/01/2014;2;0.0
grand_nord;10/01/2014;3;0.0
grand_nord;10/01/2014;4;0.0
grand_nord;10/01/2014;5;0.0
grand_nord;10/01/2014;6;0.0
grand_nord;10/01/2014;7;0.0
grand_nord;10/01/2014;8;0.0
grand_nord;10/01/2014;9;0.00113793
grand_nord;10/01/2014;10;6.68309
grand_nord;10/01/2014;11;39.2699
grand_nord;10/01/2014;12;71.5971
grand_nord;10/01/2014;13;83.4601
grand_nord;10/01/2014;14;82.0534
grand_nord;10/01/2014;15;70.1297
grand_nord;10/01/2014;16;47.6822
grand_nord;10/01/2014;17;17.1569
grand_nord;10/01/2014;18;2.27678
grand_nord;10/01/2014;19;0.0
grand_nord;10/01/2014;20;0.0
grand_nord;10/01/2014;21;0.0
grand_nord;10/01/2014;22;0.0
grand_nord;10/01/2014;23;0.0
grand_nord;10/01/2014;24;0.0
grand_nord;11/01/2014;1;0.0
grand_nord;11/01/2014;2;0.0
grand_nord;11/01/2014;3;0.0
grand_nord;11/01/2014;4;0.0
grand_nord;11/01/2014;5;0.0
grand_nord;11/01/2014;6;0.0
grand_nord;11/01/2014;7;0.0
grand_nord;11/01/2014;8;0.0
grand_nord;11/01/2014;9;0.00125811
grand_nord;11/01/2014;10;0.702055
grand_nord;11/01/2014;11;2.94833
grand_nord;11/01/2014;12;7.85617
grand_nord;11/01/2014;13;12.7029
grand_nord;11/01/2014;14;10.965
grand_nord;11/01/2014;15;9.6719
grand_nord;11/01/2014;16;9.07377
grand_nord;11/01/2014;17;5.05574
grand_nord;11/01/2014;18;0.684588
grand_nord;11/01/2014;19;0.00771992
grand_nord;11/01/2014;20;0.0
grand_nord;11/01/2014;21;0.0
grand_nord;11/01/2014;22;0.0
grand_nord;11/01/2014;23;0.0
grand_nord;11/01/2014;24;0.0
grand_nord;12/01/2014;1;0.0
grand_nord;12/01/2014;2;0.0
grand_nord;12/01/2014;3;0.0
grand_nord;12/01/2014;4;0.0
grand_nord;12/01/2014;5;0.0
grand_nord;12/01/2014;6;0.0
grand_nord;12/01/2014;7;0.0
grand_nord;12/01/2014;8;0.0
grand_nord;12/01/2014;9;0.0161578
grand_nord;12/01/2014;10;1.40194
grand_nord;12/01/2014;11;8.70194
grand_nord;12/01/2014;12;22.7835
grand_nord;12/01/2014;13;36.9898
grand_nord;12/01/2014;14;54.8601
grand_nord;12/01/2014;15;58.846
grand_nord;12/01/2014;16;32.0374
grand_nord;12/01/2014;17;14.4313
grand_nord;12/01/2014;18;2.54056
grand_nord;12/01/2014;19;0.0
grand_nord;12/01/2014;20;0.0
grand_nord;12/01/2014;21;0.0
grand_nord;12/01/2014;22;0.0
grand_nord;12/01/2014;23;0.0
grand_nord;12/01/2014;24;0.0
grand_nord;13/01/2014;1;0.0
grand_nord;13/01/2014;2;0.0
grand_nord;13/01/2014;3;0.0
grand_nord;13/01/2014;4;0.0
grand_nord;13/01/2014;5;0.0
grand_nord;13/01/2014;6;0.0
grand_nord;13/01/2014;7;0.0
grand_nord;13/01/2014;8;0.0
grand_nord;13/01/2014;9;0.00175207
grand_nord;13/01/2014;10;5.4436
grand_nord;13/01/2014;11;33.9271
grand_nord;13/01/2014;12;66.0268
grand_nord;13/01/2014;13;81.0829
grand_nord;13/01/2014;14;82.1266
grand_nord;13/01/2014;15;70.1998
grand_nord;13/01/2014;16;36.3845
grand_nord;13/01/2014;17;13.6224
grand_nord;13/01/2014;18;2.45434
grand_nord;13/01/2014;19;0.00085685
grand_nord;13/01/2014;20;0.0
grand_nord;13/01/2014;21;0.0
grand_nord;13/01/2014;22;0.0
grand_nord;13/01/2014;23;0.0
grand_nord;13/01/2014;24;0.0
grand_nord;14/01/2014;1;0.0
grand_nord;14/01/2014;2;0.0
grand_nord;14/01/2014;3;0.0
grand_nord;14/01/2014;4;0.0
grand_nord;14/01/2014;5;0.0
grand_nord;14/01/2014;6;0.0
grand_nord;14/01/2014;7;0.0
grand_nord;14/01/2014;8;0.0
grand_nord;14/01/2014;9;0.0137978
grand_nord;14/01/2014;10;1.76838
grand_nord;14/01/2014;11;8.98436
grand_nord;14/01/2014;12;16.0063
grand_nord;14/01/2014;13;19.4753
grand_nord;14/01/2014;14;19.1112
grand_nord;14/01/2014;15;19.3225
grand_nord;14/01/2014;16;16.7428
grand_nord;14/01/2014;17;8.51858
grand_nord;14/01/2014;18;1.45455
grand_nord;14/01/2014;19;0.01983
grand_nord;14/01/2014;20;0.0
grand_nord;14/01/2014;21;0.0
grand_nord;14/01/2014;22;0.0
grand_nord;14/01/2014;23;0.0
grand_nord;14/01/2014;24;0.0
grand_nord;15/01/2014;1;0.0
grand_nord;15/01/2014;2;0.0
grand_nord;15/01/2014;3;0.0
grand_nord;15/01/2014;4;0.0
grand_nord;15/01/2014;5;0.0
grand_nord;15/01/2014;6;0.0
grand_nord;15/01/2014;7;0.0
grand_nord;15/01/2014;8;0.0
grand_nord;15/01/2014;9;0.0173192
grand_nord;15/01/2014;10;1.04778
grand_nord;15/01/2014;11;6.80554
grand_nord;15/01/2014;12;15.3716
grand_nord;15/01/2014;13;29.8502
grand_nord;15/01/2014;14;60.3861
grand_nord;15/01/2014;15;73.8999
grand_nord;15/01/2014;16;50.8683
grand_nord;15/01/2014;17;20.1671
grand_nord;15/01/2014;18;3.10557
grand_nord;15/01/2014;19;0.0
grand_nord;15/01/2014;20;0.0
grand_nord;15/01/2014;21;0.0
grand_nord;15/01/2014;22;0.0
grand_nord;15/01/2014;23;0.0
grand_nord;15/01/2014;24;0.0
grand_nord;16/01/2014;1;0.0
grand_nord;16/01/2014;2;0.0
grand_nord;16/01/2014;3;0.0
grand_nord;16/01/2014;4;0.0
grand_nord;16/01/2014;5;0.0
grand_nord;16/01/2014;6;0.0
grand_nord;16/01/2014;7;0.0
grand_nord;16/01/2014;8;0.0
grand_nord;16/01/2014;9;0.0243089
grand_nord;16/01/2014;10;1.3567
grand_nord;16/01/2014;11;10.033
grand_nord;16/01/2014;12;19.8882
grand_nord;16/01/2014;13;27.9053
grand_nord;16/01/2014;14;37.1697
grand_nord;16/01/2014;15;41.0164
grand_nord;16/01/2014;16;34.7588
grand_nord;16/01/2014;17;17.7515
grand_nord;16/01/2014;18;3.13004
grand_nord;16/01/2014;19;0.0
grand_nord;16/01/2014;20;0.0
grand_nord;16/01/2014;21;0.0
grand_nord;16/01/2014;22;0.0
grand_nord;16/01/2014;23;0.0
grand_nord;16/01/2014;24;0.0
grand_nord;17/01/2014;1;0.0
grand_nord;17/01/2014;2;0.0
grand_nord;17/01/2014;3;0.0
grand_nord;17/01/2014;4;0.0
grand_nord;17/01/2014;5;0.0
grand_nord;17/01/2014;6;0.0
grand_nord;17/01/2014;7;0.0
grand_nord;17/01/2014;8;0.0
grand_nord;17/01/2014;9;0.000114296
grand_nord;17/01/2014;10;0.89403
grand_nord;17/01/2014;11;2.96254
grand_nord;17/01/2014;12;5.80498
grand_nord;17/01/2014;13;9.94143
grand_nord;17/01/2014;14;10.6545
grand_nord;17/01/2014;15;7.55035
grand_nord;17/01/2014;16;4.58904
grand_nord;17/01/2014;17;2.4465
grand_nord;17/01/2014;18;0.583237
grand_nord;17/01/2014;19;0.0
grand_nord;17/01/2014;20;0.0
grand_nord;17/01/2014;21;0.0
grand_nord;17/01/2014;22;0.0
grand_nord;17/01/2014;23;0.0
grand_nord;17/01/2014;24;0.0
grand_nord;18/01/2014;1;0.0
grand_nord;18/01/2014;2;0.0
grand_nord;18/01/2014;3;0.0
grand_nord;18/01/2014;4;0.0
grand_nord;18/01/2014;5;0.0
grand_nord;18/01/2014;6;0.0
grand_nord;18/01/2014;7;0.0
grand_nord;18/01/2014;8;0.0
grand_nord;18/01/2014;9;0.0132921
grand_nord;18/01/2014;10;0.305212
grand_nord;18/01/2014;11;5.95473
grand_nord;18/01/2014;12;15.7749
grand_nord;18/01/2014;13;21.2252
grand_nord;18/01/2014;14;23.075
grand_nord;18/01/2014;15;23.6649
grand_nord;18/01/2014;16;31.6831
grand_nord;18/01/2014;17;21.3255
grand_nord;18/01/2014;18;3.47369
grand_nord;18/01/2014;19;0.0
grand_nord;18/01/2014;20;0.0
grand_nord;18/01/2014;21;0.0
grand_nord;18/01/2014;22;0.0
grand_nord;18/01/2014;23;0.0
grand_nord;18/01/2014;24;0.0
grand_nord;19/01/2014;1;0.0
grand_nord;19/01/2014;2;0.0
grand_nord;19/01/2014;3;0.0
grand_nord;19/01/2014;4;0.0
grand_nord;19/01/2014;5;0.0
grand_nord;19/01/2014;6;0.0
grand_nord;19/01/2014;7;0.0
grand_nord;19/01/2014;8;0.0
grand_nord;19/01/2014;9;0.0
grand_nord;19/01/2014;10;8.81269
grand_nord;19/01/2014;11;37.7694
grand_nord;19/01/2014;12;51.1595
grand_nord;19/01/2014;13;39.2502
grand_nord;19/01/2014;14;25.6208
grand_nord;19/01/2014;15;21.6016
grand_nord;19/01/2014;16;14.8461
grand_nord;19/01/2014;17;5.93403
grand_nord;19/01/2014;18;1.11867
grand_nord;19/01/2014;19;0.0247872
grand_nord;19/01/2014;20;0.0
grand_nord;19/01/2014;21;0.0
grand_nord;19/01/2014;22;0.0
grand_nord;19/01/2014;23;0.0
grand_nord;19/01/2014;24;0.0
grand_nord;20/01/2014;1;0.0
grand_nord;20/01/2014;2;0.0
grand_nord;20/01/2014;3;0.0
grand_nord;20/01/2014;4;0.0
grand_nord;20/01/2014;5;0.0
grand_nord;20/01/2014;6;0.0
grand_nord;20/01/2014;7;0.0
grand_nord;20/01/2014;8;0.0
grand_nord;20/01/2014;9;0.000405833
grand_nord;20/01/2014;10;1.48355
grand_nord;20/01/2014;11;5.77474
grand_nord;20/01/2014;12;9.71807
grand_nord;20/01/2014;13;11.5256
grand_nord;20/01/2014;14;12.5927
grand_nord;20/01/2014;15;11.6675
grand_nord;20/01/2014;16;8.50214
grand_nord;20/01/2014;17;5.89453
grand_nord;20/01/2014;18;1.90291
grand_nord;20/01/2014;19;0.00187093
grand_nord;20/01/2014;20;0.0
grand_nord;20/01/2014;21;0.0
grand_nord;20/01/2014;22;0.0
grand_nord;20/01/2014;23;0.0
grand_nord;20/01/2014;24;0.0
grand_nord;21/01/2014;1;0.0
grand_nord;21/01/2014;2;0.0
grand_nord;21/01/2014;3;0.0
grand_nord;21/01/2014;4;0.0
grand_nord;21/01/2014;5;0.0
grand_nord;21/01/2014;6;0.0
grand_nord;21/01/2014;7;0.0
grand_nord;21/01/2014;8;0.0
grand_nord;21/01/2014;9;0.0358849
grand_nord;21/01/2014;10;2.61065
grand_nord;21/01/2014;11;16.2327
grand_nord;21/01/2014;12;32.1464
grand_nord;21/01/2014;13;48.8764
grand_nord;21/01/2014;14;71.5704
grand_nord;21/01/2014;15;57.5863
grand_nord;21/01/2014;16;38.0237
grand_nord;21/01/2014;17;24.3505
grand_nord;21/01/2014;18;3.85154
grand_nord;21/01/2014;19;0.0
grand_nord;21/01/2014;20;0.0
grand_nord;21/01/2014;21;0.0
grand_nord;21/01/2014;22;0.0
grand_nord;21/01/2014;23;0.0
grand_nord;21/01/2014;24;0.0
grand_nord;22/01/2014;1;0.0
grand_nord;22/01/2014;2;0.0
grand_nord;22/01/2014;3;0.0
grand_nord;22/01/2014;4;0.0
grand_nord;22/01/2014;5;0.0
grand_nord;22/01/2014;6;0.0
grand_nord;22/01/2014;7;0.0
grand_nord;22/01/2014;8;0.0
grand_nord;22/01/2014;9;0.0301217
grand_nord;22/01/2014;10;2.02228
grand_nord;22/01/2014;11;9.96887
grand_nord;22/01/2014;12;18.6526
grand_nord;22/01/2014;13;24.9405
grand_nord;22/01/2014;14;33.4657
grand_nord;22/01/2014;15;33.3006
grand_nord;22/01/2014;16;20.7931
grand_nord;22/01/2014;17;13.5548
grand_nord;22/01/2014;18;4.41367
grand_nord;22/01/2014;19;0.076947
grand_nord;22/01/2014;20;0.0
grand_nord;22/01/2014;21;0.0
grand_nord;22/01/2014;22;0.0
grand_nord;22/01/2014;23;0.0
grand_nord;22/01/2014;24;0.0
grand_nord;23/01/2014;1;0.0
grand_nord;23/01/2014;2;0.0
grand_nord;23/01/2014;3;0.0
grand_nord;23/01/2014;4;0.0
grand_nord;23/01/2014;5;0.0
grand_nord;23/01/2014;6;0.0
grand_nord;23/01/2014;7;0.0
grand_nord;23/01/2014;8;0.0
grand_nord;23/01/2014;9;0.0296831
grand_nord;23/01/2014;10;2.53142
grand_nord;23/01/2014;11;23.3991
grand_nord;23/01/2014;12;62.8953
grand_nord;23/01/2014;13;77.5274
grand_nord;23/01/2014;14;79.6255
grand_nord;23/01/2014;15;81.7129
grand_nord;23/01/2014;16;50.4302
grand_nord;23/01/2014;17;25.22
grand_nord;23/01/2014;18;5.07943
grand_nord;23/01/2014;19;0.0
grand_nord;23/01/2014;20;0.0
grand_nord;23/01/2014;21;0.0
grand_nord;23/01/2014;22;0.0
grand_nord;23/01/2014;23;0.0
grand_nord;23/01/2014;24;0.0
grand_nord;24/01/2014;1;0.0
grand_nord;24/01/2014;2;0.0
grand_nord;24/01/2014;3;0.0
grand_nord;24/01/2014;4;0.0
grand_nord;24/01/2014;5;0.0
grand_nord;24/01/2014;6;0.0
grand_nord;24/01/2014;7;0.0
grand_nord;24/01/2014;8;0.0
grand_nord;24/01/2014;9;0.00584246
grand_nord;24/01/2014;10;6.20904
grand_nord;24/01/2014;11;38.7464
grand_nord;24/01/2014;12;54.99
grand_nord;24/01/2014;13;44.8666
grand_nord;24/01/2014;14;46.3711
grand_nord;24/01/2014;15;40.4368
grand_nord;24/01/2014;16;24.0118
grand_nord;24/01/2014;17;14.4967
grand_nord;24/01/2014;18;4.41541
grand_nord;24/01/2014;19;0.0
grand_nord;24/01/2014;20;0.0
grand_nord;24/01/2014;21;0.0
grand_nord;24/01/2014;22;0.0
grand_nord;24/01/2014;23;0.0
grand_nord;24/01/2014;24;0.0
grand_nord;25/01/2014;1;0.0
grand_nord;25/01/2014;2;0.0
grand_nord;25/01/2014;3;0.0
grand_nord;25/01/2014;4;0.0
grand_nord;25/01/2014;5;0.0
grand_nord;25/01/2014;6;0.0
grand_nord;25/01/2014;7;0.0
grand_nord;25/01/2014;8;0.0
grand_nord;25/01/2014;9;0.0692458
grand_nord;25/01/2014;10;12.3075
grand_nord;25/01/2014;11;51.1224
grand_nord;25/01/2014;12;73.9044
grand_nord;25/01/2014;13;74.4757
grand_nord;25/01/2014;14;66.0771
grand_nord;25/01/2014;15;55.0365
grand_nord;25/01/2014;16;38.193
grand_nord;25/01/2014;17;15.9218
grand_nord;25/01/2014;18;3.63799
grand_nord;25/01/2014;19;0.117613
grand_nord;25/01/2014;20;0.0
grand_nord;25/01/2014;21;0.0
grand_nord;25/01/2014;22;0.0
grand_nord;25/01/2014;23;0.0
grand_nord;25/01/2014;24;0.0
grand_nord;26/01/2014;1;0.0
grand_nord;26/01/2014;2;0.0
grand_nord;26/01/2014;3;0.0
grand_nord;26/01/2014;4;0.0
grand_nord;26/01/2014;5;0.0
grand_nord;26/01/2014;6;0.0
grand_nord;26/01/2014;7;0.0
grand_nord;26/01/2014;8;0.0
grand_nord;26/01/2014;9;0.0624484
grand_nord;26/01/2014;10;2.45708
grand_nord;26/01/2014;11;17.3084
grand_nord;26/01/2014;12;30.1009
grand_nord;26/01/2014;13;31.2986
grand_nord;26/01/2014;14;46.1359
grand_nord;26/01/2014;15;53.0283
grand_nord;26/01/2014;16;39.4323
grand_nord;26/01/2014;17;23.3061
grand_nord;26/01/2014;18;5.77969
grand_nord;26/01/2014;19;0.0
grand_nord;26/01/2014;20;0.0
grand_nord;26/01/2014;21;0.0
grand_nord;26/01/2014;22;0.0
grand_nord;26/01/2014;23;0.0
grand_nord;26/01/2014;24;0.0
grand_nord;27/01/2014;1;0.0
grand_nord;27/01/2014;2;0.0
grand_nord;27/01/2014;3;0.0
grand_nord;27/01/2014;4;0.0
grand_nord;27/01/2014;5;0.0
grand_nord;27/01/2014;6;0.0
grand_nord;27/01/2014;7;0.0
grand_nord;27/01/2014;8;0.0
grand_nord;27/01/2014;9;0.0390173
grand_nord;27/01/2014;10;2.83082
grand_nord;27/01/2014;11;7.93229
grand_nord;27/01/2014;12;15.5436
grand_nord;27/01/2014;13;32.9733
grand_nord;27/01/2014;14;45.6584
grand_nord;27/01/2014;15;50.7526
grand_nord;27/01/2014;16;48.6764
grand_nord;27/01/2014;17;24.2333
grand_nord;27/01/2014;18;5.36033
grand_nord;27/01/2014;19;0.13813
grand_nord;27/01/2014;20;0.0
grand_nord;27/01/2014;21;0.0
grand_nord;27/01/2014;22;0.0
grand_nord;27/01/2014;23;0.0
grand_nord;27/01/2014;24;0.0
grand_nord;28/01/2014;1;0.0
grand_nord;28/01/2014;2;0.0
grand_nord;28/01/2014;3;0.0
grand_nord;28/01/2014;4;0.0
grand_nord;28/01/2014;5;0.0
grand_nord;28/01/2014;6;0.0
grand_nord;28/01/2014;7;0.0
grand_nord;28/01/2014;8;0.0
grand_nord;28/01/2014;9;0.000503055
grand_nord;28/01/2014;10;0.872881
grand_nord;28/01/2014;11;2.12832
grand_nord;28/01/2014;12;5.55405
grand_nord;28/01/2014;13;10.8007
grand_nord;28/01/2014;14;13.716
grand_nord;28/01/2014;15;8.11648
grand_nord;28/01/2014;16;4.20847
grand_nord;28/01/2014;17;2.21907
grand_nord;28/01/2014;18;0.40596
grand_nord;28/01/2014;19;0.011518
grand_nord;28/01/2014;20;0.0
grand_nord;28/01/2014;21;0.0
grand_nord;28/01/2014;22;0.0
grand_nord;28/01/2014;23;0.0
grand_nord;28/01/2014;24;0.0
grand_nord;29/01/2014;1;0.0
grand_nord;29/01/2014;2;0.0
grand_nord;29/01/2014;3;0.0
grand_nord;29/01/2014;4;0.0
grand_nord;29/01/2014;5;0.0
grand_nord;29/01/2014;6;0.0
grand_nord;29/01/2014;7;0.0
grand_nord;29/01/2014;8;0.0
grand_nord;29/01/2014;9;0.0681227
grand_nord;29/01/2014;10;1.08112
grand_nord;29/01/2014;11;8.14589
grand_nord;29/01/2014;12;16.7586
grand_nord;29/01/2014;13;21.0345
grand_nord;29/01/2014;14;19.1198
grand_nord;29/01/2014;15;18.8947
grand_nord;29/01/2014;16;23.3819
grand_nord;29/01/2014;17;19.2816
grand_nord;29/01/2014;18;6.0877
grand_nord;29/01/2014;19;0.196829
grand_nord;29/01/2014;20;0.0
grand_nord;29/01/2014;21;0.0
grand_nord;29/01/2014;22;0.0
grand_nord;29/01/2014;23;0.0
grand_nord;29/01/2014;24;0.0
grand_nord;30/01/2014;1;0.0
grand_nord;30/01/2014;2;0.0
grand_nord;30/01/2014;3;0.0
grand_nord;30/01/2014;4;0.0
grand_nord;30/01/2014;5;0.0
grand_nord;30/01/2014;6;0.0
grand_nord;30/01/2014;7;0.0
grand_nord;30/01/2014;8;0.0
grand_nord;30/01/2014;9;0.0881928
grand_nord;30/01/2014;10;1.46646
grand_nord;30/01/2014;11;8.35949
grand_nord;30/01/2014;12;14.8113
grand_nord;30/01/2014;13;19.7951
grand_nord;30/01/2014;14;22.3991
grand_nord;30/01/2014;15;16.5766
grand_nord;30/01/2014;16;11.2594
grand_nord;30/01/2014;17;6.19547
grand_nord;30/01/2014;18;1.29081
grand_nord;30/01/2014;19;0.110305
grand_nord;30/01/2014;20;0.0
