site_id;scenario;time_slot;cons (kW)
1;4;6;46.489983840576244
1;4;7;54.116255426227134
1;4;8;44.890812085579356
1;4;9;51.05442476029193
1;4;10;48.8707410079664
1;4;11;54.08036630014788
1;4;12;50.18156990888708
1;4;13;49.66745724610026
1;4;14;53.574713483280064
1;4;15;51.26402023803844
1;4;16;51.230963483280064
1;4;17;47.17042378237848
1;4;18;51.04715749177121
1;4;19;49.46099228402423
1;4;20;52.35090546438962
1;4;21;51.41406138195867
1;4;22;52.658627701187804
1;4;23;48.398517626293945
1;4;24;56.39445093736583
1;4;25;53.60557142346038
1;4;26;54.699090361589455
1;4;27;75.35989749797261
1;4;28;81.41438934074321
1;4;29;72.71748139579257
1;4;30;91.79391219052616
1;4;31;92.97501103134093
1;4;32;78.765861279397
1;4;33;86.4909677169298
1;4;34;76.70314959690883
1;4;35;84.15616204741684
1;4;36;78.64593271478317
1;4;37;82.82789170204646
1;4;38;76.81909048084718
1;4;39;86.4309288985355
1;4;40;73.95563761150598
1;4;41;87.04659698039401
1;4;42;83.18238533368314
1;4;43;87.43340200591516
1;4;44;85.45804661785051
1;4;45;81.84733220436004
1;4;46;74.43322759147065
1;4;47;74.20350737012832
1;4;48;70.81811554882411
1;5;1;67.90267375852693
1;5;2;72.94306486428468
1;5;3;52.13240292419975
1;5;4;52.25956148929065
1;5;5;48.650375065591746
1;5;6;50.66892411630013
1;5;7;45.80391642417591
1;5;8;51.52545556456614
1;5;9;46.74016421790773
1;5;10;51.133731157277104
1;5;11;50.563455552640356
1;5;12;47.70682273529551
1;5;13;49.82946143204692
1;5;14;48.553030935457706
1;5;15;48.3867781925297
1;5;16;48.07365208939561
1;5;17;51.227460287172626
1;5;18;50.61182947335781
1;5;19;52.025779051185424
1;5;20;50.632625041740205
1;5;21;51.14807935410008
1;5;22;50.03324309497684
1;5;23;53.95223876592091
1;5;24;50.40536451128178
1;5;25;51.301101941516
1;5;26;48.093739564947754
1;5;27;51.9403234269904
1;5;28;48.28962040261412
1;5;29;51.84558805991508
1;5;30;48.96271853980824
1;5;31;51.43776385774936
1;5;32;49.83393359729046
1;5;33;49.08629937270429
1;5;34;53.764556897867664
1;5;35;53.102378297476506
1;5;36;46.43214383675999
1;5;37;52.791562813051556
1;5;38;51.41588751609978
1;5;39;46.06900401898583
1;5;40;56.28156603301055
1;5;41;46.57666931021322
1;5;42;46.02174813957925
1;5;43;50.213732230596776
1;5;44;47.93005831703474
1;5;45;52.922634522730526
1;5;46;49.259483971759785
1;5;47;49.990832061250764
1;5;48;52.07348214711634
1;6;1;49.56627450746552
1;6;2;38.31002092973333
1;6;3;49.40162429041645
1;6;4;48.48296701330915
1;6;5;46.13288144588082
1;6;6;50.797536135095164
1;6;7;50.976012796355484
1;6;8;51.2380071435386
1;6;9;50.10878541954874
1;6;10;51.39307947335781
1;6;11;48.92746297047178
1;6;12;46.83325979106043
1;6;13;52.07776797214138
1;6;14;51.17532229404189
1;6;15;48.935848280303375
1;6;16;49.7272724562324
1;6;17;49.038521740685965
1;6;18;45.32681092877927
1;6;19;46.98371088346133
1;6;20;47.56945272623193
1;6;21;48.829224407289026
1;6;22;58.93061584696846
1;6;23;48.526607892477216
1;6;24;45.74890879168056
1;6;25;47.95111476172303
1;6;26;47.119105686209025
1;6;27;53.33903037494633
1;6;28;50.191893156990886
1;6;29;52.04489755760149
1;6;30;47.219803940275725
1;6;31;50.49436059962791
1;6;32;46.29093521919572
1;6;33;49.2809503649287
1;6;34;50.70119824214092
1;6;35;49.524906978962925
1;6;36;47.663517268520714
1;6;37;56.054901791251254
1;6;38;44.186669667986436
1;6;39;50.03137969279205
1;6;40;51.829041048514014
1;6;41;44.372786278204444
1;6;42;49.64394111052808
1;6;43;52.74725110909697
1;6;44;47.36641642417594
1;6;45;51.001019653675534
1;6;46;54.45718348995848
1;6;47;51.66208021275578
1;6;48;48.55325454371987
1;7;1;47.37655333206125
1;7;2;49.35287768926203
1;7;3;53.63907539474311
1;7;4;51.88896806277728
1;7;5;52.9811080832896
1;7;6;52.5974708414826
1;7;7;50.045765157658714
1;7;8;46.07642035968135
1;7;9;48.11095740113532
1;7;10;42.62420693603014
1;7;11;49.95505473930258
1;7;12;50.905166245289315
1;7;13;49.98520458665266
1;7;14;51.21408105948576
1;7;15;47.27432708820302
1;7;16;55.82454801316605
1;7;17;52.018735390926864
1;7;18;52.87467055049372
1;7;19;53.462698166611005
1;7;20;40.895677801364315
1;7;21;50.375550076324956
1;7;22;50.86841995420502
1;7;23;50.36623306540092
1;7;24;49.13940633497112
1;7;25;54.68966154653436
1;7;26;56.69785008109526
1;7;27;77.39659608596097
1;7;28;79.62675308877543
1;7;29;80.00942136144634
1;7;30;89.82519051423937
1;7;31;82.46415559557313
1;7;32;86.55178916424174
1;7;33;78.83834762438579
1;7;34;89.86406108381433
1;7;35;78.27291686542954
1;7;36;80.41799092448599
1;7;37;81.31361655058913
1;7;38;88.06811405810234
1;7;39;88.5349708414826
1;7;40;83.42835442207699
1;7;41;88.57514579258691
1;7;42;89.45034853074463
1;7;43;93.99127331488813
1;7;44;89.26568537423078
1;7;45;92.92309664647232
1;7;46;75.64846396031099
1;7;47;79.88811387921574
1;7;48;73.1413308567476
1;8;1;71.4480572914182
1;8;2;68.2790437318132
1;8;3;53.832682881744006
1;8;4;53.01532014740257
1;8;5;49.398903723226645
1;8;6;47.822949959452366
1;8;7;49.69361941277489
1;8;8;52.419255056528165
1;8;9;48.62540547631541
1;8;10;47.925213471354276
1;8;11;49.14194056194246
1;8;12;48.04834708772599
1;8;13;52.74937538758765
1;8;14;51.65999320230881
1;8;15;49.66205337976432
1;8;16;54.72681778609932
1;8;17;47.617193090206534
1;8;18;50.03205051757857
1;8;19;53.32650831226448
1;8;20;46.76912148785953
1;8;21;49.48547738873252
1;8;22;43.26544089586413
1;8;23;44.05913842245862
1;8;24;45.31905917569049
1;8;25;51.39833426751896
1;8;26;60.39949852120403
1;8;27;68.92635238276964
1;8;28;78.51374296379335
1;8;29;79.223922804465
1;8;30;94.2376896198063
1;8;31;93.58285282402328
1;8;32;92.46298537900107
1;8;33;76.25697657777987
1;8;34;84.59819831369555
1;8;35;84.27079854982587
1;8;36;84.54102913466583
1;8;37;87.39576128178217
1;8;38;95.37425314840432
1;8;39;83.89290058674808
1;8;40;85.07880700519964
1;8;41;85.21900938558412
1;8;42;81.32200186042073
1;8;43;86.81639227448359
1;8;44;81.94967025234936
1;8;45;93.57640545246386
1;8;46;79.89519480751801
1;8;47;80.58722511090969
1;8;48;73.36009427324333
1;9;1;71.55013446310166
1;9;2;72.86558460144063
1;9;3;58.79935779707102
1;9;4;55.503819229117966
1;9;5;49.95881881171588
1;9;6;53.56785616324
1;9;7;54.80988825549778
1;9;8;51.84763780231835
1;9;9;47.33250250441254
1;9;10;49.25601804369604
1;9;11;48.90144987597193
1;9;12;47.39216864236986
1;9;13;56.245043350188425
1;9;14;47.69586593044888
1;9;15;51.022150634451165
1;9;16;47.17340522587416
1;9;17;46.245356401755465
1;9;18;52.1960940108763
1;9;19;50.252975480608676
1;9;20;50.64753225921862
1;9;21;48.42188468969136
1;9;22;45.628868422935646
1;9;23;52.74397152125172
1;9;24;51.21765879168058
1;9;25;48.39769772933262
1;9;26;59.493176966560114
1;9;27;72.23314589991891
1;9;28;75.93352722654198
1;9;29;81.65659435672373
1;9;30;81.35066098602297
1;9;31;90.29536415350856
1;9;32;88.89266952487716
1;9;33;83.75728217573823
1;9;34;86.28882584792254
1;9;35;80.51794381767874
1;9;36;80.69664408720126
1;9;37;85.55684420168865
1;9;38;85.37687681868051
1;9;39;81.94955844821827
1;9;40;77.32232087487475
1;9;41;85.16873479463818
1;9;42;94.08958641415828
1;9;43;87.49004943233315
1;9;44;86.67373020321519
1;9;45;89.69587040261413
1;9;46;80.63369836139866
1;9;47;87.45039623384052
1;9;48;83.53382298573676
1;10;1;68.1218098554596
1;10;2;68.39476100748935
1;10;3;54.568987621046595
1;10;4;50.30224383437484
1;10;5;54.82188856556791
1;10;6;46.74635071316128
1;10;7;47.50024596908839
1;10;8;46.52427044077661
1;10;9;50.04956649811574
1;10;10;52.42335454133472
1;10;11;45.04066688928109
1;10;12;50.33410801173495
1;10;13;48.975091530315325
1;10;14;51.66576974908169
1;10;15;48.540024388207804
1;10;16;53.66408225206316
1;10;17;47.65569097934457
1;10;18;49.26939727138291
1;10;19;50.70022927300483
1;10;20;49.31344809903162
1;10;21;49.11011365262606
1;10;22;46.62575132376091
1;10;23;41.58755903258122
1;10;24;54.07749666078329
1;10;25;49.89728927157372
1;10;26;55.747179554453055
1;10;27;68.04466500500882
1;10;28;68.89258753518104
1;10;29;83.20914378905691
1;10;30;83.53646901683918
1;10;31;85.84213107618184
1;10;32;98.36132411868529
1;10;33;88.27457902017838
1;10;34;84.78062538758763
1;10;35;90.15501270094927
1;10;36;96.20320624433523
1;10;37;88.48913114773646
1;10;38;82.97741109335499
1;10;39;98.08050940943568
1;10;40;86.2156314101035
1;10;41;87.76031728521679
1;10;42;86.23575615369934
1;10;43;90.7922589801078
1;10;44;95.33963113581069
1;10;45;76.74105119734769
1;10;46;87.10108286027763
1;10;47;87.96134111291323
1;10;48;69.85920878452512
1;11;1;77.56389233411247
1;11;2;73.7889749200973
1;11;3;55.90016487382531
1;11;4;54.144057386824386
1;11;5;50.16602913466585
1;11;6;47.84367099174736
1;11;7;48.722004245575526
1;11;8;48.14673472308353
1;11;9;46.30755676668416
1;11;10;52.27465504698753
1;11;11;52.01597755569336
1;11;12;48.65820135476794
1;11;13;49.00009838763537
1;11;14;51.444770249964215
1;11;15;48.073912965701446
1;11;16;49.00255807851931
1;11;17;55.51779474550397
1;11;18;49.779932201974916
1;11;19;55.82588966273913
1;11;20;50.78367242284024
1;11;21;49.21468778323712
1;11;22;57.365358011734955
1;11;23;49.696451784095785
1;11;24;53.62271472356056
1;11;25;51.389017256594954
1;11;26;61.83588346133665
1;11;27;72.87836754042836
1;11;28;81.38811536993748
1;11;29;89.34853223536705
1;11;30;84.16029880026714
1;11;31;93.95270088966271
1;11;32;91.7419605376139
1;11;33;89.10699804417305
1;11;34;87.27523642846919
1;11;35;83.33145750846731
1;11;36;71.43031770261888
1;11;37;86.72836515527358
1;11;38;85.60611255545483
1;11;39;88.91391230978387
1;11;40;80.66276743548154
1;11;41;79.20566146305394
1;11;42;90.3016624528932
1;11;43;79.67378535991982
1;11;44;83.56345108047509
1;11;45;85.68508354004673
1;11;46;83.09305383294375
1;11;47;86.04773887325287
1;11;48;64.81456912178601
1;12;1;64.26434372465772
1;12;2;67.66646889758144
1;12;3;55.38627581930066
1;12;4;55.522043302485315
1;12;5;47.46055550255212
1;12;6;52.44497000667841
1;12;7;51.663272790154075
1;12;8;41.67394635786862
1;12;9;44.233515598912376
1;12;10;49.41776135333682
1;12;11;51.098028371416305
1;12;12;50.90866944139674
1;12;13;51.442981383866815
1;12;14;49.67584255593187
1;12;15;45.00034286600199
1;12;16;55.567473047750795
1;12;17;49.577044972093695
1;12;18;48.79583224013738
1;12;19;51.47711891189239
1;12;20;49.919687365835046
1;12;21;48.784055538329405
1;12;22;55.92725874159233
1;12;23;52.222889734293744
1;12;24;45.10122746028716
1;12;25;49.590759612173834
1;12;26;50.9185454729762
1;12;27;47.05314124886704
1;12;28;49.967092317416395
1;12;29;49.10791483804799
1;12;30;49.64941951295138
1;12;31;49.517490638267404
1;12;32;49.02465802843104
1;12;33;53.21895273815769
1;12;34;57.22452207460763
1;12;35;51.453081023708414
1;12;36;46.09326551543194
1;12;37;49.05067112293087
1;12;38;50.73023004818013
1;12;39;50.64432720746076
1;12;40;51.444136693221395
1;12;41;51.68671438963888
1;12;42;50.06656072604112
1;12;43;53.57016678194912
1;12;44;49.178500512808284
1;12;45;53.6861076658875
1;12;46;54.20927646329248
1;12;47;48.91691611410579
1;12;48;55.78247239183324
1;13;1;48.72297321471162
1;13;2;56.863991019892204
1;13;3;47.62841077135904
1;13;4;50.529019880265245
1;13;5;52.15517369889806
1;13;6;43.33397682822113
1;13;7;48.15825054858559
1;13;8;48.10156585412394
1;13;9;51.32171116967991
1;13;10;44.90206703477555
1;13;11;48.335124683966995
1;13;12;53.5781421433001
1;13;13;47.62781448265992
1;13;14;46.264325835996736
1;13;15;49.835573391213075
1;13;16;49.03270792586938
1;13;17;49.58129352907503
1;13;18;45.796052866956046
1;13;19;50.22614248914753
1;13;20;49.352654080999855
1;13;21;47.18730620617278
1;13;22;51.76892769403232
1;13;23;49.9020968492105
1;13;24;49.79319962553069
1;13;25;45.179937568573195
1;13;26;44.42235277632019
1;13;27;50.99561578733959
1;13;28;48.37772205791156
1;13;29;49.632201676763835
1;13;30;51.970286934122015
1;13;31;52.27439417068167
1;13;32;45.261889996660784
1;13;33;51.53123211133902
1;13;34;43.93816635262128
1;13;35;53.591521370986975
1;13;36;49.41485444592854
1;13;37;47.64808829843055
1;13;38;45.593799193817674
1;13;39;50.54705761341411
1;13;40;49.655568740161215
1;13;41;51.84461909077897
1;13;42;47.003239338358064
1;13;43;47.40726220006678
1;13;44;49.37180985545962
1;13;45;52.021977710728414
1;13;46;54.732892477221775
1;13;47;50.29296409149452
1;13;48;49.694737454085754
1;14;1;77.34125304107236
1;14;2;70.61716625721508
1;14;3;59.70873533129799
1;14;4;56.77018735390926
1;14;5;54.70866824881935
1;14;6;51.565220567189826
1;14;7;52.15692529695177
1;14;8;51.23823075180078
1;14;9;52.075792765825504
1;14;10;51.792406561560846
1;14;11;51.38637122549253
1;14;12;51.74712588847017
1;14;13;52.068898177741744
1;14;14;51.500262367027595
1;14;15;51.55120778276009
1;14;16;50.73820540953106
1;14;17;51.46295705528791
1;14;18;50.870171552258746
1;14;19;51.50182762486284
1;14;20;51.946286313981766
1;14;21;51.36188612078423
1;14;22;50.9090793898774
1;14;23;52.57283666459954
1;14;24;55.017993011496436
1;14;25;56.130481383866794
1;14;26;71.97681629537756
1;14;27;75.33518878500213
1;14;28;81.42709774364354
1;14;29;85.97905386872108
1;14;30;88.19903669560655
1;14;31;90.38640998425798
1;14;32;89.70108792873154
1;14;33;91.83352812097505
1;14;34;84.48602150217049
1;14;35;85.29332186471397
1;14;36;82.91901206888326
1;14;37;79.86075913514286
1;14;38;78.58350874159233
1;14;39;79.93484800601057
1;14;40;80.45648881362396
1;14;41;82.98520011448741
1;14;42;79.17025682154272
1;14;43;79.61851685111861
1;14;44;80.99109890044363
1;14;45;80.8805246147975
1;14;46;80.32701962982398
1;14;47;78.63944807518008
1;14;48;80.81329306396982
1;15;1;77.39208665267374
1;15;2;66.02041394361497
1;15;3;56.12299050708391
1;15;4;54.04369454515096
1;15;5;54.12616872585032
1;15;6;52.132887408767836
1;15;7;52.65531084529887
1;15;8;51.508610408815535
1;15;9;52.02622626770977
1;15;10;52.415863664551836
1;15;11;52.234331023708414
1;15;12;52.062935290750374
1;15;13;51.82971187330057
1;15;14;52.24897736488096
1;15;15;51.814767387778474
1;15;16;51.72633032008777
1;15;17;50.974223930258084
1;15;18;50.154774185469634
1;15;19;51.542561596622626
1;15;20;51.419092567857646
1;15;21;51.40388720602967
1;15;22;52.47210114248912
1;15;23;51.909875435290736
1;15;24;49.844592257787525
1;15;25;52.982896949387005
1;15;26;72.8725537256118
1;15;27;78.34145279778656
1;15;28;82.97510047464583
1;15;29;89.10878691027048
1;15;30;89.3321715641845
1;15;31;92.91031370748465
1;15;32;92.09965922100841
1;15;33;91.78079383914513
1;15;34;93.11778490674047
1;15;35;90.19451682726708
1;15;36;83.01009516767635
1;15;37;87.25760864380096
1;15;38;87.75845388303203
1;15;39;93.26838507131613
1;15;40;91.70689130849593
1;15;41;92.15448051328529
1;15;42;90.3700493130754
1;15;43;91.69839419453317
1;15;44;94.3487856580642
1;15;45;89.22353521681057
1;15;46;86.33283940752754
1;15;47;90.33729070266659
1;15;48;84.25227633210893
1;16;1;82.2698772837857
1;16;2;71.07217180270001
1;16;3;53.93479732147116
1;16;4;52.743673376902166
1;16;5;54.4364624576635
1;16;6;51.425614475504446
1;16;7;52.2514370557649
1;16;8;52.54432661117207
1;16;9;52.71370986977053
1;16;10;50.97366490960263
1;16;11;52.460361708724875
1;16;12;51.60159417783714
1;16;13;50.69571983971757
1;16;14;50.95432279492439
1;16;15;51.428894063349695
1;16;16;50.38579878834136
1;16;17;51.49728092353193
1;16;18;50.102449852120394
1;16;19;52.00312008061824
1;16;20;51.0547601726852
1;16;21;51.59462505366598
1;16;22;51.87875661880455
1;16;23;52.734952654677286
1;16;24;50.57966715164813
1;16;25;52.84351446596385
1;16;26;70.8502406024901
1;16;27;79.38771585650908
1;16;28;88.3986443376425
1;16;29;91.91484699231981
1;16;30;95.45255330820969
1;16;31;96.12103020798548
1;16;32;92.21623366168963
1;16;33;90.28798508085673
1;16;34;89.86160139293038
1;16;35;88.18070081810805
1;16;36;86.47960096360254
1;16;37;87.52735474407285
1;16;38;85.14037381338547
1;16;39;84.66323104994511
1;16;40;86.45120271430612
1;16;41;87.34302699995229
1;16;42;83.93143574392975
1;16;43;89.60583080904449
1;16;44;91.4681149525354
1;16;45;88.84265581023705
1;16;46;81.12649370319134
1;16;47;81.08065400944518
1;16;48;78.03853813862517
1;17;1;78.03134540619186
1;17;2;72.232027858608
1;17;3;63.34330129275389
1;17;4;58.25382817344845
1;17;5;55.99933513810045
1;17;6;54.834783308686724
1;17;7;54.370311680103036
1;17;8;51.64378160330105
1;17;9;52.58081202595048
1;17;10;51.90827290941183
1;17;11;52.97369174259408
1;17;12;52.651919453322506
1;17;13;52.13281287268045
1;17;14;51.237820803320155
1;17;15;52.34695505175785
1;17;16;52.37237185755854
1;17;17;51.85255718408624
1;17;18;51.03892125411438
1;17;19;52.1886031340934
1;17;20;51.98139281114342
1;17;21;52.64036635977675
1;17;22;51.879949196202816
1;17;23;52.61498682201974
1;17;24;52.79413430806659
1;17;25;58.85906120307207
1;17;26;77.02566724705433
1;17;27;80.47210412393265
1;17;28;81.02046611887612
1;17;29;87.42531484043315
1;17;30;90.55795478939082
1;17;31;91.39823737060534
1;17;32;91.22154957544242
1;17;33;91.21543761627629
1;17;34;91.36532968802175
1;17;35;90.63811835138098
1;17;36;90.27393502838329
1;17;37;89.70872787768927
1;17;38;87.30274024471686
1;17;39;85.29924748366169
1;17;40;83.71613825549775
1;17;41;83.03841888088536
1;17;42;84.48263011019415
1;17;43;84.80865095644705
1;17;44;81.75990137384913
1;17;45;79.72256922911795
1;17;46;79.32026069741926
1;17;47;78.1627152602204
1;17;48;77.49136872108
1;18;1;75.18470042455755
1;18;2;67.5118810523303
1;18;3;58.009424342889844
1;18;4;55.85753023183702
1;18;5;54.57319890998426
1;18;6;53.61261508371894
1;18;7;52.079072353670746
1;18;8;52.34401087630586
1;18;9;52.74781012975239
1;18;10;51.20398141964412
1;18;11;51.58020232075561
1;18;12;51.56324536087392
1;18;13;52.00453626627869
1;18;14;51.77459243667415
1;18;15;51.36114075991032
1;18;16;52.009008431522204
1;18;17;51.2183668845108
1;18;18;52.567507334350985
1;18;19;51.46478318942898
1;18;20;51.98232451223584
1;18;21;52.01012647283307
1;18;22;51.042126305872245
1;18;23;52.377142167151646
1;18;24;51.62097356055909
1;18;25;52.0287232266374
1;18;26;51.8472278538377
1;18;27;50.90084315222057
1;18;28;51.138576002957606
1;18;29;51.18057708820301
1;18;30;50.75259087439773
1;18;31;50.04073397175976
1;18;32;51.81573635691456
1;18;33;51.980572914182126
1;18;34;51.26647992892238
1;18;35;51.805375840767056
1;18;36;51.9159873944569
1;18;37;51.511107367743165
1;18;38;50.204825168153405
1;18;39;50.89398583218049
1;18;40;50.96393795019795
1;18;41;50.17188021752611
1;18;42;51.08640074178313
1;18;43;50.21924790106376
1;18;44;50.67712308591328
1;18;45;51.3472397796117
1;18;46;51.27143657873394
1;18;47;50.932073772837846
1;18;48;51.713062896531966
1;19;1;51.515206852549724
1;19;2;51.25641755712444
1;19;3;51.47231133425558
1;19;4;51.807388315126644
1;19;5;52.44101959404666
1;19;6;50.680961694413966
1;19;7;51.38115369937508
1;19;8;50.56349282068408
1;19;9;51.72454145399035
1;19;10;52.10937127319562
1;19;11;52.025033690311496
1;19;12;51.4055269999523
1;19;13;51.53071035872727
1;19;14;49.92874350045317
1;19;15;51.91673275533081
1;19;16;51.534809843533836
1;19;17;51.15288693173687
1;19;18;50.77096401993989
1;19;19;51.398483339693755
1;19;20;50.26866532700473
1;19;21;51.08539450460333
1;19;22;51.38618488527405
1;19;23;51.29994663216142
1;19;24;51.23562198874206
1;19;25;51.85695481324238
1;19;26;50.41811018222584
1;19;27;51.9263106425607
1;19;28;51.533095513523804
1;19;29;50.13438856556788
1;19;30;51.0162250155035
1;19;31;51.58523350665457
1;19;32;51.21367111100509
1;19;33;50.93140294805132
1;19;34;50.38479255116157
1;19;35;50.125779647474126
1;19;36;50.997069241043725
1;19;37;51.17793105710061
1;19;38;50.6740298382865
1;19;39;50.645967001383376
1;19;40;50.337834816104554
1;19;41;50.51988920955969
1;19;42;49.77150962409959
1;19;43;50.31353605161473
1;19;44;50.57847457424986
1;19;45;50.3843826026809
1;19;46;50.44460776129371
1;19;47;50.446769307828085
1;19;48;50.43119126556312
1;20;1;51.479802211038496
1;20;2;51.19798126460906
1;20;3;50.42232147116346
1;20;4;51.85654486476172
1;20;5;51.974460955016
1;20;6;51.84424641034205
1;20;7;50.50993864189285
1;20;8;51.826991306110756
1;20;9;50.878966810570994
1;20;10;49.712775187234634
1;20;11;52.22415684777943
1;20;12;51.665657944950645
1;20;13;51.31831977770356
1;20;14;50.81233154844249
1;20;15;51.60983041549395
1;20;16;50.17993011496444
1;20;17;51.20301245050805
1;20;18;51.359240089681805
1;20;19;50.82787232266375
1;20;20;51.275834207890085
1;20;21;50.10986619281591
1;20;22;50.91567583361159
1;20;23;51.37329014215523
1;20;24;56.38822717406857
1;20;25;63.47739171397225
1;20;26;75.76589556599721
1;20;27;79.49143282211513
1;20;28;87.93529075036966
1;20;29;91.72347558794067
1;20;30;96.11983763058726
1;20;31;92.01677509182848
1;20;32;91.62259099365545
1;20;33;89.36220960740354
1;20;34;91.90720704336209
1;20;35;92.04323540285263
1;20;36;85.79446524829463
1;20;37;86.15346831321854
1;20;38;89.50487167867193
1;20;39;89.95149191432525
1;20;40;89.37842120641126
1;20;41;88.76927503219956
1;20;42;88.13657545437196
1;20;43;90.15471455659969
1;20;44;90.2875378643324
1;20;45;87.3551018461098
1;20;46;89.05128231884748
1;20;47;86.75471366216665
1;20;48;83.02354893145065
1;21;1;76.1205755378524
1;21;2;67.10644200496112
1;21;3;57.67158952678528
1;21;4;56.20501747125888
1;21;5;55.874189047369164
1;21;6;54.99537130897294
1;21;7;53.67939941802221
1;21;8;52.89531704670132
1;21;9;54.00445129513904
1;21;10;53.75032050517577
1;21;11;54.23085466059247
1;21;12;53.288271299432324
1;21;13;53.76209720698373
1;21;14;55.35821298239756
1;21;15;53.633149775795445
1;21;16;53.36634785097552
1;21;17;53.542364821351896
1;21;18;52.1482045747269
1;21;19;52.1950877736965
1;21;20;54.14025604636742
1;21;21;53.03768097362019
1;21;22;54.68761180413109
1;21;23;52.9782011758813
1;21;24;53.28182392787292
1;21;25;54.72681778609932
1;21;26;71.39808084482183
1;21;27;75.98805037446927
1;21;28;80.22591142727664
1;21;29;85.29663872060294
1;21;30;88.35720227305252
1;21;31;88.88689297810424
1;21;32;86.31513708677191
1;21;33;88.66123497352474
1;21;34;83.31412786814862
1;21;35;84.7426119830177
1;21;36;80.14966100987454
1;21;37;80.93974353623051
1;21;38;82.15989928683868
